Sr .no,imageUrl,title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Product ID,Price,Product Name,Link,Colors Available,full_text,reply_count,retweet_count,favorite_count,created_at,view_count,caption,commentsCount,hashtags/0,hashtags/1,id,likesCount,productType,viewCount,numberOfSubscribers,descriptionLinks/url,isAgeRestricted,date,likes,channelId,channelUrl,channelName,channelDescription,isChannelVerified,channelTotalViews,channelJoinedDate,channelTotalVideos
,,,,,,,,,,,,,FN7673-900,$300,Nike Alphafly 3 Electric,https://www.nike.comhttps://www.nike.com/t/alphafly-3-electric-womens-road-racing-shoes-LQX5b4/FN7673-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7678-900,$155,Nike Pegasus 41 Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-41-electric-womens-road-running-shoes-tSbZGh/FN7678-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2322-900,$205,Nike Maxfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/maxfly-2-electric-track-field-sprinting-spikes-fBfStC/FV2322-900,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2325-900,$205,Nike Victory 2 Electric,https://www.nike.comhttps://www.nike.com/t/victory-2-electric-track-field-distance-spikes-Xb1b5L/FV2325-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2326-900,$175,Nike Dragonfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-electric-track-field-distance-spikes-03rvtN/FV2326-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ9317-900,$205,Nike Dragonfly 2 Elite Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-elite-electric-track-field-distance-spikes-4C2Kbs/FZ9317-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7674-900,$275,Nike Vaporfly 3 Electric,https://www.nike.comhttps://www.nike.com/t/vaporfly-3-electric-womens-road-racing-shoes-4jJ4vQ/FN7674-900,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7676-900,$195,Nike Invincible 3 Electric,https://www.nike.comhttps://www.nike.com/t/invincible-3-electric-womens-road-running-shoes-tfL5Tr/FN7676-900,23 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7677-900,$175,Nike InfinityRN 4 Electric,https://www.nike.comhttps://www.nike.com/t/infinityrn-4-electric-womens-road-running-shoes-k1GRZP/FN7677-900,22 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ8753-900,$155,Nike Pegasus EasyOn Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-easyon-electric-womens-road-running-shoes-J8Rvp9/FZ8753-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ1234-001,$105,Nike SB Zoom Janoski OG+ Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-janoski-og-electric-skate-shoes-9qHPbs/FZ1234-001,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HF3831-001,$100,Nike SB Zoom Blazer Mid Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-blazer-mid-electric-skate-shoes-ZLRvRZ/HF3831-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AH6789-120,$136.97,Nike Air Max 270,https://www.nike.comhttps://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-120,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1503-118,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-Dr3PdW/DD1503-118,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DQ4914-074,$200,"Air Jordan 6 Retro ""Pearl""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-pearl-womens-shoe-G6HxTd/DQ4914-074,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ7673-100,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-ppQwKZ/HJ7673-100,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ6868-111,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-womens-shoes-81TPKW/FQ6868-111,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN0314-200,$120,Nike JAM,https://www.nike.comhttps://www.nike.com/t/jam-shoes-TMf3j8/FN0314-200,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-600,$130,"Sabrina 2 ""United""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-united-basketball-shoes-vvfGFS/FQ2174-600,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7261-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-womens-road-running-shoes-NBF5nW/FQ7261-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ7126-002,$120,Nike Free Metcon 6,https://www.nike.comhttps://www.nike.com/t/free-metcon-6-womens-workout-shoes-T7WdM6/FJ7126-002,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7673-900,$300,Nike Alphafly 3 Electric,https://www.nike.comhttps://www.nike.com/t/alphafly-3-electric-womens-road-racing-shoes-LQX5b4/FN7673-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7678-900,$155,Nike Pegasus 41 Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-41-electric-womens-road-running-shoes-tSbZGh/FN7678-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2322-900,$205,Nike Maxfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/maxfly-2-electric-track-field-sprinting-spikes-fBfStC/FV2322-900,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2325-900,$205,Nike Victory 2 Electric,https://www.nike.comhttps://www.nike.com/t/victory-2-electric-track-field-distance-spikes-Xb1b5L/FV2325-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2326-900,$175,Nike Dragonfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-electric-track-field-distance-spikes-03rvtN/FV2326-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ9317-900,$205,Nike Dragonfly 2 Elite Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-elite-electric-track-field-distance-spikes-4C2Kbs/FZ9317-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7674-900,$275,Nike Vaporfly 3 Electric,https://www.nike.comhttps://www.nike.com/t/vaporfly-3-electric-womens-road-racing-shoes-4jJ4vQ/FN7674-900,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7676-900,$195,Nike Invincible 3 Electric,https://www.nike.comhttps://www.nike.com/t/invincible-3-electric-womens-road-running-shoes-tfL5Tr/FN7676-900,23 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7677-900,$175,Nike InfinityRN 4 Electric,https://www.nike.comhttps://www.nike.com/t/infinityrn-4-electric-womens-road-running-shoes-k1GRZP/FN7677-900,22 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ8753-900,$155,Nike Pegasus EasyOn Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-easyon-electric-womens-road-running-shoes-J8Rvp9/FZ8753-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ1234-001,$105,Nike SB Zoom Janoski OG+ Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-janoski-og-electric-skate-shoes-9qHPbs/FZ1234-001,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HF3831-001,$100,Nike SB Zoom Blazer Mid Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-blazer-mid-electric-skate-shoes-ZLRvRZ/HF3831-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AH6789-120,$136.97,Nike Air Max 270,https://www.nike.comhttps://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-120,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1503-118,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-Dr3PdW/DD1503-118,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DQ4914-074,$200,"Air Jordan 6 Retro ""Pearl""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-pearl-womens-shoe-G6HxTd/DQ4914-074,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ7673-100,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-ppQwKZ/HJ7673-100,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ6868-111,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-womens-shoes-81TPKW/FQ6868-111,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN0314-200,$120,Nike JAM,https://www.nike.comhttps://www.nike.com/t/jam-shoes-TMf3j8/FN0314-200,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-600,$130,"Sabrina 2 ""United""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-united-basketball-shoes-vvfGFS/FQ2174-600,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7261-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-womens-road-running-shoes-NBF5nW/FQ7261-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ7126-002,$120,Nike Free Metcon 6,https://www.nike.comhttps://www.nike.com/t/free-metcon-6-womens-workout-shoes-T7WdM6/FJ7126-002,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7673-900,$300,Nike Alphafly 3 Electric,https://www.nike.comhttps://www.nike.com/t/alphafly-3-electric-womens-road-racing-shoes-LQX5b4/FN7673-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7678-900,$155,Nike Pegasus 41 Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-41-electric-womens-road-running-shoes-tSbZGh/FN7678-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2322-900,$205,Nike Maxfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/maxfly-2-electric-track-field-sprinting-spikes-fBfStC/FV2322-900,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2325-900,$205,Nike Victory 2 Electric,https://www.nike.comhttps://www.nike.com/t/victory-2-electric-track-field-distance-spikes-Xb1b5L/FV2325-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2326-900,$175,Nike Dragonfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-electric-track-field-distance-spikes-03rvtN/FV2326-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ9317-900,$205,Nike Dragonfly 2 Elite Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-elite-electric-track-field-distance-spikes-4C2Kbs/FZ9317-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7674-900,$275,Nike Vaporfly 3 Electric,https://www.nike.comhttps://www.nike.com/t/vaporfly-3-electric-womens-road-racing-shoes-4jJ4vQ/FN7674-900,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7676-900,$195,Nike Invincible 3 Electric,https://www.nike.comhttps://www.nike.com/t/invincible-3-electric-womens-road-running-shoes-tfL5Tr/FN7676-900,23 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7677-900,$175,Nike InfinityRN 4 Electric,https://www.nike.comhttps://www.nike.com/t/infinityrn-4-electric-womens-road-running-shoes-k1GRZP/FN7677-900,22 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ8753-900,$155,Nike Pegasus EasyOn Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-easyon-electric-womens-road-running-shoes-J8Rvp9/FZ8753-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ1234-001,$105,Nike SB Zoom Janoski OG+ Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-janoski-og-electric-skate-shoes-9qHPbs/FZ1234-001,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HF3831-001,$100,Nike SB Zoom Blazer Mid Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-blazer-mid-electric-skate-shoes-ZLRvRZ/HF3831-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AH6789-120,$136.97,Nike Air Max 270,https://www.nike.comhttps://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-120,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1503-118,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-Dr3PdW/DD1503-118,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DQ4914-074,$200,"Air Jordan 6 Retro ""Pearl""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-pearl-womens-shoe-G6HxTd/DQ4914-074,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ7673-100,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-ppQwKZ/HJ7673-100,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ6868-111,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-womens-shoes-81TPKW/FQ6868-111,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN0314-200,$120,Nike JAM,https://www.nike.comhttps://www.nike.com/t/jam-shoes-TMf3j8/FN0314-200,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-600,$130,"Sabrina 2 ""United""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-united-basketball-shoes-vvfGFS/FQ2174-600,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7261-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-womens-road-running-shoes-NBF5nW/FQ7261-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ7126-002,$120,Nike Free Metcon 6,https://www.nike.comhttps://www.nike.com/t/free-metcon-6-womens-workout-shoes-T7WdM6/FJ7126-002,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7673-900,$300,Nike Alphafly 3 Electric,https://www.nike.comhttps://www.nike.com/t/alphafly-3-electric-womens-road-racing-shoes-LQX5b4/FN7673-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7678-900,$155,Nike Pegasus 41 Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-41-electric-womens-road-running-shoes-tSbZGh/FN7678-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2322-900,$205,Nike Maxfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/maxfly-2-electric-track-field-sprinting-spikes-fBfStC/FV2322-900,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2325-900,$205,Nike Victory 2 Electric,https://www.nike.comhttps://www.nike.com/t/victory-2-electric-track-field-distance-spikes-Xb1b5L/FV2325-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2326-900,$175,Nike Dragonfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-electric-track-field-distance-spikes-03rvtN/FV2326-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ9317-900,$205,Nike Dragonfly 2 Elite Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-elite-electric-track-field-distance-spikes-4C2Kbs/FZ9317-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7674-900,$275,Nike Vaporfly 3 Electric,https://www.nike.comhttps://www.nike.com/t/vaporfly-3-electric-womens-road-racing-shoes-4jJ4vQ/FN7674-900,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7676-900,$195,Nike Invincible 3 Electric,https://www.nike.comhttps://www.nike.com/t/invincible-3-electric-womens-road-running-shoes-tfL5Tr/FN7676-900,23 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7677-900,$175,Nike InfinityRN 4 Electric,https://www.nike.comhttps://www.nike.com/t/infinityrn-4-electric-womens-road-running-shoes-k1GRZP/FN7677-900,22 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ8753-900,$155,Nike Pegasus EasyOn Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-easyon-electric-womens-road-running-shoes-J8Rvp9/FZ8753-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ1234-001,$105,Nike SB Zoom Janoski OG+ Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-janoski-og-electric-skate-shoes-9qHPbs/FZ1234-001,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HF3831-001,$100,Nike SB Zoom Blazer Mid Electric,https://www.nike.comhttps://www.nike.com/t/sb-zoom-blazer-mid-electric-skate-shoes-ZLRvRZ/HF3831-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,AH6789-120,$136.97,Nike Air Max 270,https://www.nike.comhttps://www.nike.com/t/air-max-270-womens-shoes-Pgb94t/AH6789-120,16 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DD1503-118,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-Dr3PdW/DD1503-118,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DQ4914-074,$200,"Air Jordan 6 Retro ""Pearl""",https://www.nike.comhttps://www.nike.com/t/air-jordan-6-retro-pearl-womens-shoe-G6HxTd/DQ4914-074,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HJ7673-100,$115,Nike Dunk Low,https://www.nike.comhttps://www.nike.com/t/dunk-low-womens-shoes-ppQwKZ/HJ7673-100,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ6868-111,$160,Nike Zoom Vomero 5,https://www.nike.comhttps://www.nike.com/t/zoom-vomero-5-womens-shoes-81TPKW/FQ6868-111,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN0314-200,$120,Nike JAM,https://www.nike.comhttps://www.nike.com/t/jam-shoes-TMf3j8/FN0314-200,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ2174-600,$130,"Sabrina 2 ""United""",https://www.nike.comhttps://www.nike.com/t/sabrina-2-united-basketball-shoes-vvfGFS/FQ2174-600,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ7261-001,$180,Nike Pegasus Plus,https://www.nike.comhttps://www.nike.com/t/pegasus-plus-womens-road-running-shoes-NBF5nW/FQ7261-001,4 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV5104-104,$190,"Air Jordan 11 Retro Low ""Diffused Blue""",https://www.nike.comhttps://www.nike.com/t/air-jordan-11-retro-low-diffused-blue-mens-shoes-FHNp6G/FV5104-104,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FJ7126-002,$120,Nike Free Metcon 6,https://www.nike.comhttps://www.nike.com/t/free-metcon-6-womens-workout-shoes-T7WdM6/FJ7126-002,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7673-900,$300,Nike Alphafly 3 Electric,https://www.nike.comhttps://www.nike.com/t/alphafly-3-electric-womens-road-racing-shoes-LQX5b4/FN7673-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7678-900,$155,Nike Pegasus 41 Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-41-electric-womens-road-running-shoes-tSbZGh/FN7678-900,11 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2322-900,$205,Nike Maxfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/maxfly-2-electric-track-field-sprinting-spikes-fBfStC/FV2322-900,2 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2325-900,$205,Nike Victory 2 Electric,https://www.nike.comhttps://www.nike.com/t/victory-2-electric-track-field-distance-spikes-Xb1b5L/FV2325-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV2326-900,$175,Nike Dragonfly 2 Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-electric-track-field-distance-spikes-03rvtN/FV2326-900,3 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ9317-900,$205,Nike Dragonfly 2 Elite Electric,https://www.nike.comhttps://www.nike.com/t/dragoy-2-elite-electric-track-field-distance-spikes-4C2Kbs/FZ9317-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV1285-900,$195,Nike G.T. Jump 2 Electric,https://www.nike.comhttps://www.nike.com/t/gt-jump-2-electric-mens-basketball-shoes-CZpmDQ/FV1285-900,9 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FV3626-900,$205,Nike G.T. Cut 3 Electric,https://www.nike.comhttps://www.nike.com/t/gt-cut-3-electric-basketball-shoes-GLHCGc/FV3626-900,10 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7674-900,$275,Nike Vaporfly 3 Electric,https://www.nike.comhttps://www.nike.com/t/vaporfly-3-electric-womens-road-racing-shoes-4jJ4vQ/FN7674-900,8 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7676-900,$195,Nike Invincible 3 Electric,https://www.nike.comhttps://www.nike.com/t/invincible-3-electric-womens-road-running-shoes-tfL5Tr/FN7676-900,23 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FN7677-900,$175,Nike InfinityRN 4 Electric,https://www.nike.comhttps://www.nike.com/t/infinityrn-4-electric-womens-road-running-shoes-k1GRZP/FN7677-900,22 Colors,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FZ8753-900,$155,Nike Pegasus EasyOn Electric,https://www.nike.comhttps://www.nike.com/t/pegasus-easyon-electric-womens-road-running-shoes-J8Rvp9/FZ8753-900,1 Color,,,,,,,,,,,,,,,,,,,,,,,,,,,
